"product1","product2","combo_freq","profreq1","profreq2","support","cof1_2","conf2_1","lift"
"processed cheese","specialty cheese",1,152,72,0.01,1.3888888888888888,0.6578947368421052,1.3671418128654970766472183022767689205693
"onions","semi-finished bread",1,303,142,0.01,0.7042253521126761,0.33003300330033003,0.3477432250267280247742925992865971071974
"baking powder","beverages",1,121,248,0.01,0.4032258064516129,0.8264462809917356,0.4986003732338043190394729815737042236880
"dish cleaner","sugar",1,73,265,0.01,0.37735849056603776,1.36986301369863,0.7734298268286378905407187754300992555411
"dessert","mustard",1,353,92,0.01,1.0869565217391304,0.28328611898017,0.4607094469762285994086068864606219825096
"flower (seeds)","pip fruit",1,69,734,0.01,0.13623978201634876,1.4492753623188406,0.2954231331200884570654466602443474498683
"brandy","delete",1,38,110,0.01,0.9090909090909091,2.631578947368421,3.5794258373205741641774761778347565307743
"male cosmetics","sweet spreads",1,37,68,0.01,1.4705882352941175,2.7027027027027026,5.9467408585055643976859924634201207791158
"pastry","sweet spreads",1,774,68,0.01,1.4705882352941175,0.12919896640826875,0.2842757257941936465776936299689295448612
"nut snack","small milk",1,22,1317,0.01,0.07593014426727411,4.545454545454546,0.5163940084213432741053711126424169078911
"dessert","flower (seeds)",1,353,69,0.01,1.4492753623188406,0.28328611898017,0.6142792626349714658781425152808293100128
"cocoa drinks","tropical fruit",1,16,1014,0.01,0.09861932938856016,6.25,0.9222140039447731739322096014573096987093
"chicken","nuts/prunes",1,512,33,0.01,3.0303030303030303,0.1953125,0.8855350378787878801723011717472128982297
"bathroom cleaner","tropical fruit",1,17,1014,0.01,0.09861932938856016,5.88235294117647,0.8679661213597865147322988737561259208273
"delete","pot plants",1,110,117,0.01,0.8547008547008548,0.9090909090909091,1.1625485625485625493620782114758245298615
"chocolate marshmallow","frozen meals",1,60,251,0.01,0.398406374501992,1.6666666666666667,0.9934926958831341309811501283189508461809
"rice","specialty bar",1,49,209,0.01,0.4784688995215311,2.0408163265306123,1.4609901376818670061517231337358279854044
"cake bar","oil",1,92,223,0.01,0.4484304932735426,1.0869565217391304,0.7292844609085591729966620865514529203115
"canned fruit","italian sausage",1,21,946,0.01,0.10570824524312897,4.761904761904762,0.7531460787274740790015077479383692033507
"soups","whipped/sour cream",1,48,654,0.01,0.1529051987767584,2.083333333333333,0.4766182466870540270957511945173121113141
"hamburger meat","toilet cleaner",1,327,5,0.01,20,0.3058103975535168,9.1510703363914372253481691280008237509322
"beverages","detergent",1,248,129,0.01,0.7751937984496124,0.4032258064516129,0.4676794198549637410517832786237944832819
"misc. beverages","specialty cheese",1,236,72,0.01,1.3888888888888888,0.423728813559322,0.8805320150659133713411409582486585025241
"canned fish","prosecco",1,115,19,0.01,5.263157894736842,0.8695652173913043,6.8475972540045766590700482975142562407424
"organic sausage","sugar",1,22,265,0.01,0.37735849056603776,4.545454545454546,2.5663807890222984597578631552536269251421
"detergent","napkins",1,129,331,0.01,0.3021148036253776,0.7751937984496124,0.3504063327010000235460356482543124078394
"chewing gum","rice",1,180,49,0.01,2.0408163265306123,0.5555555555555556,1.6963718820861678010677819991464461827375
"butter milk","pudding powder",1,263,17,0.01,5.88235294117647,0.38022813688212925,3.3464549317825989579562788095773248548453
"canned fruit","newspapers",1,21,582,0.01,0.1718213058419244,4.761904761904762,1.2241858942889870766840173537486462950069
"flower (seeds)","frozen dessert",1,69,92,0.01,1.0869565217391304,1.4492753623188406,2.3569628229363579072062646541190652312911
"mayonnaise","turkey",1,75,80,0.01,1.25,1.3333333333333335,2.4936666666666666685954596477777777791394
"newspapers","sweet spreads",1,582,68,0.01,1.4705882352941175,0.1718213058419244,0.3780574085304224783758425553735985109513
"frozen fish","vinegar",1,102,51,0.01,1.9607843137254901,0.9803921568627451,2.8762014609765474798489499239357411578396
"baking powder","pasta",1,121,121,0.01,0.8264462809917356,0.8264462809917356,1.0219247319172187699633322155545307221928
"delete","pip fruit",1,110,734,0.01,0.13623978201634876,0.9090909090909091,0.1853108744116918504177657474364113618675
"dish cleaner","hygiene articles",1,73,205,0.01,0.4878048780487805,1.36986301369863,0.9997995322418977613972264518526299644609
"candles","instant coffee",1,66,59,0.01,1.694915254237288,1.5151515151515151,3.8423215202876219755327918412454966834800
"house keeping products","UHT-milk",1,45,320,0.01,0.3125,2.2222222222222223,1.0390277777777777785814415199074074079747
"pickled vegetables","syrup",1,134,21,0.01,4.761904761904762,0.7462686567164178,5.3169864960909737211405363539294087629638
"flower soil/fertilizer","ice cream",1,16,227,0.01,0.4405286343612335,6.25,4.1194933920704845728162847928351025795898
"male cosmetics","waffles",1,37,277,0.01,0.36101083032490977,2.7027027027027026,1.4598497414381890937616653932866339845028
"flour","white wine",1,146,175,0.01,0.5714285714285714,0.684931506849315,0.5855968688845401173409583484070603283827
"snack products","white bread",1,27,359,0.01,0.2785515320334262,3.7037037037037033,1.5435881564015268743948675520461027795119
"hamburger meat","liquor (appetizer)",1,327,67,0.01,1.4925373134328357,0.3058103975535168,0.6829156967456296506978946232324957126403
"photo/film","turkey",1,79,80,0.01,1.25,1.2658227848101267,2.3674050632911392420385493317977888167853
"frozen dessert","semi-finished bread",1,92,142,0.01,0.7042253521126761,1.0869565217391304,1.1452847519902020816181826397716419126259
"chocolate","meat spreads",1,353,35,0.01,2.857142857142857,0.28328611898017,1.2110076891946580320559493917748595165383
"delete","pickled vegetables",1,110,134,0.01,0.7462686567164178,0.9090909090909091,1.0150610583446404343192343372541511021889
"detergent","zwieback",1,129,60,0.01,1.6666666666666667,0.7751937984496124,1.9330749354005167976691056756204555028386
"meat","specialty chocolate",1,252,239,0.01,0.41841004184100417,0.3968253968253968,0.2484226605565517699968688711847625632283
"dessert","frozen chicken",1,353,5,0.01,20,0.28328611898017,8.4770538243626061519152575595021233855746
"pet care","specialty fat",1,85,29,0.01,3.4482758620689653,1.1764705882352942,6.0697768762677484884087294553443955960615
"cling film/bags","herbs",1,74,550,0.01,0.18181818181818182,1.3513513513513513,0.3676167076167076164093848264366220142517
"chocolate marshmallow","frozen vegetables",1,60,419,0.01,0.23866348448687352,1.6666666666666667,0.5951471758154335724598067751392520108661
"flower (seeds)","packaged fruit/vegetables",1,69,127,0.01,0.7874015748031495,1.4492753623188406,1.7074061394499600585012220774948418205007
"mayonnaise","waffles",1,75,277,0.01,0.36101083032490977,1.3333333333333335,0.7201925391095066192007812059076605837125
"dishes","male cosmetics",1,135,37,0.01,2.7027027027027026,0.7407407407407408,2.9953953953953953978748884747169592050161
"pot plants","pudding powder",1,117,17,0.01,5.88235294117647,0.8547008547008548,7.5223730517848164639731450216209262629366
"coffee","vinegar",1,474,51,0.01,1.9607843137254901,0.21097046413502107,0.6189294283114089510725953886207185387526
"dog food","red/blush wine",1,67,157,0.01,0.6369426751592357,1.4925373134328357,1.4223785530944006096584979772063934480272
"kitchen utensil","pasta",1,1,121,0.01,0.8264462809917356,100,123.65289256198347111999888532204084422146074579
"grapes","honey",1,216,13,0.01,7.6923076923076925,0.4629629629629629,5.3283475783475783241885421117929238684463
"dental care","shopping bags",1,33,874,0.01,0.11441647597254005,3.0303030303030303,0.5187573677276194447004905011485068328242
"butter","pet care",1,527,85,0.01,1.1764705882352942,0.18975332068311196,0.3340104922424377719071626254133049293655
"artif. sweetener","frozen meals",1,29,251,0.01,0.398406374501992,3.4482758620689653,2.0555021294133809634786483445939678194138
"bottled water","potato products",1,908,23,0.01,4.3478260869565215,0.11013215859030838,0.7164336334035625358040787603104622093252
"canned fruit","popcorn",1,21,48,0.01,2.083333333333333,4.761904761904762,14.8432539682539683262580885591458808569136
"fish","sugar",1,139,265,0.01,0.37735849056603776,0.7194244604316548,0.4061897651689968776881272188457070923491
"condensed milk","napkins",1,98,331,0.01,0.3021148036253776,1.0204081632653061,0.4612491522288673780531439156812720926678
"kitchen towels","small milk",1,30,1317,0.01,0.07593014426727411,3.3333333333333335,0.3786889395089850673338816090933218181173
"onions","turkey",1,303,80,0.01,1.25,0.33003300330033003,0.6172442244224422441532202245504253395807
"make up remover","specialty bar",1,5,209,0.01,0.4784688995215311,20,14.3177033492822965203871462946361130200041
"brandy","herbs",1,38,550,0.01,0.18181818181818182,2.631578947368421,0.7158851674641148326407484378288042856349
"bathroom cleaner","condensed milk",1,17,98,0.01,1.0204081632653061,5.88235294117647,8.9807923169267706768448636653412867024592
"newspapers","organic sausage",1,582,22,0.01,4.545454545454546,0.1718213058419244,1.1685410809122149345641319347329857604298
"chewing gum","waffles",1,180,277,0.01,0.36101083032490977,0.5555555555555556,0.3000802246289610910842254846338299183280
"cleaner","shopping bags",1,31,874,0.01,0.11441647597254005,3.225806451612903,0.5522255850003690850825750492027327480987
"cling film/bags","hard cheese",1,74,220,0.01,0.45454545454545453,1.3513513513513513,0.9190417690417690412734748469716086428141
"cleaner","curd",1,31,503,0.01,0.19880715705765406,3.225806451612903,0.9595331238376194441190896404381957616524
"candy","semi-finished bread",1,215,142,0.01,0.7042253521126761,0.46511627906976744,0.4900753357353422860581242309992619740063
"male cosmetics","sugar",1,37,265,0.01,0.37735849056603776,2.7027027027027026,1.5259561448240693538896543616285023557466
"delete","organic sausage",1,110,22,0.01,4.545454545454546,0.9090909090909091,6.1826446280991735651586769316303531366936
"rum","soda",1,32,1824,0.01,0.05482456140350877,3.125,0.2563390899122807012966123352077081417882
"organic sausage","processed cheese",1,22,152,0.01,0.6578947368421052,4.545454545454546,4.4742822966507177113076826516105400646502
"frozen vegetables","liver loaf",1,419,50,0.01,2,0.23866348448687352,0.7141766109785202862394007666030610443607
"cake bar","long life bakery product",1,92,268,0.01,0.3731343283582089,1.0869565217391304,0.6068299805321219985265947127614193233075
"rice","white bread",1,49,359,0.01,0.2785515320334262,2.0408163265306123,0.8505485759763515438034248442496316475571
"flower (seeds)","specialty chocolate",1,69,239,0.01,0.41841004184100417,1.4492753623188406,0.9072827602934934207176042763403000387821
"grapes","seasonal products",1,216,106,0.01,0.9433962264150944,0.4629629629629629,0.6534765897973445147209211289586528898479
"cooking chocolate","oil",1,15,223,0.01,0.4484304932735426,6.666666666666667,4.4729446935724962649258578123116178593325
"detergent","pot plants",1,129,117,0.01,0.8547008547008548,0.7751937984496124,0.9913204796925727164998467222470665314620
"detergent","white bread",1,129,359,0.01,0.2785515320334262,0.7751937984496124,0.3230765908747381832210563417576180966323
"baking powder","dishes",1,121,135,0.01,0.7407407407407408,0.8264462809917356,0.9159473523109886745873525145667844280703
"canned fruit","finished products",1,21,64,0.01,1.5625,4.761904761904762,11.1324404761904762360183802524447280560436
"dish cleaner","specialty cheese",1,73,72,0.01,1.3888888888888888,1.36986301369863,2.8466514459665144597357624366209582324769
"hygiene articles","potato products",1,205,23,0.01,4.3478260869565215,0.4878048780487805,3.1732767762460233299348454039217362067387
"ham","Instant food products",1,256,60,0.01,1.6666666666666667,0.390625,0.9740885416666666673062396064724392365597
"dish cleaner","light bulbs",1,73,29,0.01,3.4482758620689653,1.36986301369863,7.0675484175720359126946155782429347778149
"finished products","meat",1,64,252,0.01,0.3968253968253968,1.5625,0.9277033730158730163633655288790863570313
"candles","frozen potato products",1,66,72,0.01,1.3888888888888888,1.5151515151515151,3.1485690235690235678305774926878209716903
"candy","soap",1,215,20,0.01,5,0.46511627906976744,3.4795348837209302255133016601406165623148
"cleaner","large milk",1,31,769,0.01,0.13003901170351106,3.225806451612903,0.6276269977767523801252174922316493924778
"cereals","rum",1,438,32,0.01,3.125,0.228310502283105,1.0674942922374429205472525696920414536323
"small milk","sparkling wine",1,1317,46,0.01,2.1739130434782608,0.07593014426727411,0.2469710475058598263078833211314316365229
"chewing gum","cooking chocolate",1,180,15,0.01,6.666666666666667,0.5555555555555556,5.5414814814814814846161374683127572039339
"candles","long life bakery product",1,66,268,0.01,0.3731343283582089,1.5151515151515151,0.8458842152872003611656577277646961120141
"frozen fish","photo/film",1,102,79,0.01,1.2658227848101267,0.9803921568627451,1.8567882849342268571136450564901116213611
"cling film/bags","house keeping products",1,74,45,0.01,2.2222222222222223,1.3513513513513513,4.4930930930930930927074626516245975730377
"decalcifier","soda",1,9,1824,0.01,0.05482456140350877,11.11111111111111,0.9114278752436647119332927836841535609502
"canned vegetables","ham",1,82,256,0.01,0.390625,1.2195121951219512,0.7127477134146341456823403076186398540929
"condensed milk","rice",1,98,49,0.01,2.0408163265306123,1.0204081632653061,3.1157850895460224937127967907929519185833
"canned vegetables","condensed milk",1,82,98,0.01,1.0204081632653061,1.2195121951219512,1.8618715778994524631899491666842166954564
"cream cheese ","sparkling wine",1,354,46,0.01,2.1739130434782608,0.2824858757062147,0.9188160157209530827235056246937420839261
"abrasive cleaner","canned beer",1,22,702,0.01,0.14245014245014245,4.545454545454546,0.9687904687904687920398321696420168343865
"photo/film","specialty chocolate",1,79,239,0.01,0.41841004184100417,1.2658227848101267,0.7924368412690005832393602577149515502177
"pork","potato products",1,651,23,0.01,4.3478260869565215,0.15360983102918588,0.9992653442863821544768677089611497717412
"candy","dental care",1,215,33,0.01,3.0303030303030303,0.46511627906976744,2.1088090204369274165729102251861254809775
"sliced cheese","soft cheese",1,210,150,0.01,0.6666666666666667,0.4761904761904762,0.4749841269841269839782905722146636432796
"fruit/vegetable juice","Instant food products",1,509,60,0.01,1.6666666666666667,0.19646365422396855,0.4899148657498362805788783186090664912116
"ready soups","tropical fruit",1,15,1014,0.01,0.09861932938856016,6.666666666666667,0.9836949375410913879806975174694318987146
"hard cheese","soap",1,220,20,0.01,5,0.45454545454545453,3.4004545454545454492741811966942148856992
"liquor","specialty bar",1,103,209,0.01,0.4784688995215311,0.9708737864077669,0.6950341431690435268687202512550993287677
"citrus fruit","liver loaf",1,796,50,0.01,2,0.12562814070351758,0.3759296482412060300700823644453422893629
"ketchup","whipped/sour cream",1,32,654,0.01,0.1529051987767584,3.125,0.7149273700305810384151386021098111855317
"chewing gum","pot plants",1,180,117,0.01,0.8547008547008548,0.5555555555555556,0.7104463437796771132306210737899854710072
"canned fish","long life bakery product",1,115,268,0.01,0.3731343283582089,0.8695652173913043,0.4854639844256975988212757702091354586460
"mustard","white wine",1,92,175,0.01,0.5714285714285714,1.0869565217391304,0.9293167701863354036891172689016627445146
"baking powder","chewing gum",1,121,180,0.01,0.5555555555555556,0.8264462809917356,0.6869605142332415061308533343317134953216
"candy","frozen potato products",1,215,72,0.01,1.3888888888888888,0.46511627906976744,0.9665374677002583979844356822239582290715
"curd","make up remover",1,503,5,0.01,20,0.19880715705765406,5.9491053677932405018548312148263505591861
"cake bar","canned fruit",1,92,21,0.01,4.761904761904762,1.0869565217391304,7.7443064182194617238939534609004283173117
"jam","zwieback",1,34,60,0.01,1.6666666666666667,2.941176470588235,7.3343137254901960865249401837754709795610
"citrus fruit","sparkling wine",1,796,46,0.01,2.1739130434782608,0.12562814070351758,0.4086191828708761196945570066937550840992
"canned fish","soft cheese",1,115,150,0.01,0.6666666666666667,0.8695652173913043,0.8673623188405797097390577838941398867245
"abrasive cleaner","salty snack",1,22,281,0.01,0.3558718861209964,4.545454545454546,2.4202523455192494382129060973567765139011
"onions","rice",1,303,49,0.01,2.0408163265306123,0.33003300330033003,1.0077456725264363174079534234388218350402
"flour","specialty fat",1,146,29,0.01,3.4482758620689653,0.684931506849315,3.5337742087860179563473077891214673889075
"ham","semi-finished bread",1,256,142,0.01,0.7042253521126761,0.390625,0.4115867077464788731338285465050840917215
"organic sausage","soda",1,22,1824,0.01,0.05482456140350877,4.545454545454546,0.3728568580542264758811371035310610521737
"frozen meals","specialty bar",1,251,209,0.01,0.4784688995215311,0.398406374501992,0.2852132141291294154429427443091074917737
"canned beer","specialty vegetables",1,702,11,0.01,9.090909090909092,0.14245014245014245,1.9375809375809375840796643392840336687730
"misc. beverages","rice",1,236,49,0.01,2.0408163265306123,0.423728813559322,1.2938429609131788316327660562982411454942
"nuts/prunes","UHT-milk",1,33,320,0.01,0.3125,3.0303030303030303,1.4168560606060606084412990652548209404692
"grapes","potato products",1,216,23,0.01,4.3478260869565215,0.4629629629629629,3.0116747181964573272351991937190288378844
"butter","male cosmetics",1,527,37,0.01,2.7027027027027026,0.18975332068311196,0.7673214010974921800198055891162391706798
"large milk","processed cheese",1,769,152,0.01,0.6578947368421052,0.13003901170351106,0.1280028745465744986757166749122280351667
"canned vegetables","frozen vegetables",1,82,419,0.01,0.23866348448687352,1.2195121951219512,0.4354735432795855401356129492145822426761
"liquor (appetizer)","napkins",1,67,331,0.01,0.3021148036253776,1.4925373134328357,0.6746629390810298965950566072189488924626
"sugar","zwieback",1,265,60,0.01,1.6666666666666667,0.37735849056603776,0.9410062893081761010579233932518492151804
"candles","fruit/vegetable juice",1,66,509,0.01,0.19646365422396855,1.5151515151515151,0.4453771506816693453750045688719571056326
"canned beer","instant coffee",1,702,59,0.01,1.694915254237288,0.14245014245014245,0.3612439036167849723036173046897498647264
"condensed milk","skin care",1,98,20,0.01,5,1.0204081632653061,7.6336734693877550921144609462723865253100
"canned fish","white wine",1,115,175,0.01,0.5714285714285714,0.8695652173913043,0.7434534161490683229512938151213301956116
"frozen vegetables","pudding powder",1,419,17,0.01,5.88235294117647,0.23866348448687352,2.1005194440544714223513268387054380169619
"hygiene articles","instant coffee",1,205,59,0.01,1.694915254237288,0.4878048780487805,1.2370400992145514663741781590819953869239
"dish cleaner","softener",1,73,41,0.01,2.4390243902439024,1.36986301369863,4.9989976612094888106346689913127289247716
"female sanitary products","meat",1,40,252,0.01,0.3968253968253968,2.5,1.4843253968253968227113103794406651597717
"brandy","hygiene articles",1,38,205,0.01,0.4878048780487805,2.631578947368421,1.9206675224646983319339516797447766385764
"canned vegetables","cream cheese ",1,82,354,0.01,0.2824858757062147,1.2195121951219512,0.5154333746727297777451732116962750057237
"cake bar","canned fish",1,92,115,0.01,0.8695652173913043,1.0869565217391304,1.4141776937618147443237587924714391387747
"misc. beverages","nuts/prunes",1,236,33,0.01,3.0303030303030303,0.423728813559322,1.9211607601438109945575758666448243686505
"liver loaf","meat",1,50,252,0.01,0.3968253968253968,2,1.1874603174603174599457264305366591081990
"organic sausage","specialty bar",1,22,209,0.01,0.4784688995215311,4.545454545454546,3.2540234884732492445874055648076655015638
"onions","soups",1,303,48,0.01,2.083333333333333,0.33003300330033003,1.0287403740374037415380348306130117978053
"canned vegetables","rice",1,82,49,0.01,2.0408163265306123,1.2195121951219512,3.7237431557989049263798983333684333909127
"long life bakery product","photo/film",1,268,79,0.01,1.2658227848101267,0.3731343283582089,0.7066880785943699228584955669107154313049
"napkins","specialty fat",1,331,29,0.01,3.4482758620689653,0.3021148036253776,1.5587040316699656248482734281339707547993
"pot plants","salt",1,117,89,0.01,1.1235955056179776,0.8547008547008548,1.4368577739364256216871328592341888387412
"specialty cheese","white wine",1,72,175,0.01,0.5714285714285714,1.3888888888888888,1.1874603174603174608058642539178634418308
"canned fish","frozen vegetables",1,115,419,0.01,0.23866348448687352,0.8695652173913043,0.3105115699906609940575296733943767131282
"cookware","ice cream",1,17,227,0.01,0.4405286343612335,5.88235294117647,3.8771702513604560600020590254837519181989
"frozen fruits","packaged fruit/vegetables",1,11,127,0.01,0.7874015748031495,9.090909090909092,10.7100930565497494768726158353645633142792
"baking powder","brandy",1,121,38,0.01,2.631578947368421,0.8264462809917356,3.2540234884732492405637113966641320126813
"detergent","packaged fruit/vegetables",1,129,127,0.01,0.7874015748031495,0.7751937984496124,0.9132637490081181711946678847310654179789
"cling film/bags","softener",1,74,41,0.01,2.4390243902439024,1.3513513513513513,4.9314436387607119322201298976877741164467
"flower (seeds)","frozen vegetables",1,69,419,0.01,0.23866348448687352,1.4492753623188406,0.5175192833177683234292161223239611885469
"ham","liquor (appetizer)",1,256,67,0.01,1.4925373134328357,0.390625,0.8723180970149253739668140429611359024795
"chocolate","cleaner",1,353,31,0.01,3.225806451612903,0.28328611898017,1.3672667458649364879936483460281241520225
"brown bread","soups",1,563,48,0.01,2.083333333333333,0.17761989342806395,0.5536560094730609836347419248495559162856
"domestic eggs","rice",1,555,49,0.01,2.0408163265306123,0.18018018018018017,0.5501746644603787463046135512692020454541
"flower soil/fertilizer","soda",1,16,1824,0.01,0.05482456140350877,6.25,0.5126781798245614025932246704154162835764
"dessert","liver loaf",1,353,50,0.01,2,0.28328611898017,0.8477053824362606228015465151570111309810
"kitchen utensil","rolls/buns",1,1,2001,0.01,0.04997501249375312,100,7.47726136931534232869238947742520543826312226
"organic sausage","sausage",1,22,1362,0.01,0.07342143906020558,4.545454545454546,0.4993325323721799500826730772674105214782
"cream","italian sausage",1,12,946,0.01,0.10570824524312897,8.333333333333332,1.3180056377730796312097812901918541372429
"light bulbs","tea",1,29,27,0.01,3.7037037037037033,3.4482758620689653,19.1085568326947637610510207355865136096362
"chocolate","ready soups",1,353,15,0.01,6.666666666666667,0.28328611898017,2.8256846081208687454903479243036663137628
"misc. beverages","zwieback",1,236,60,0.01,1.6666666666666667,0.423728813559322,1.0566384180790960460485198168789300654026
"brown bread","sweet spreads",1,563,68,0.01,1.4705882352941175,0.17761989342806395,0.3908160066868665763250513408221805412319
"honey","soda",1,13,1824,0.01,0.05482456140350877,7.6923076923076925,0.6309885290148448013761129845266454449318
"cling film/bags","organic sausage",1,74,22,0.01,4.545454545454546,1.3513513513513513,9.1904176904176904252353875137187668077859
"long life bakery product","pet care",1,268,85,0.01,1.1764705882352942,0.3731343283582089,0.6568042142230026334983070210102202926286
"curd cheese","long life bakery product",1,46,268,0.01,0.3731343283582089,2.1739130434782608,1.2136599610642439970531894255228386466150
"soups","specialty cheese",1,48,72,0.01,1.3888888888888888,2.083333333333333,4.3292824074074074143546020762602880753747
"beef","prosecco",1,508,19,0.01,5.263157894736842,0.19685039370078738,1.5501450476585163698897241928502693570888
"cocoa drinks","herbs",1,16,550,0.01,0.18181818181818182,6.25,1.7002272727272727241745669537190082700252
"mustard","soft cheese",1,92,150,0.01,0.6666666666666667,1.0869565217391304,1.0842028985507246371738222298676748584056
"frozen potato products","sweet spreads",1,72,68,0.01,1.4705882352941175,1.3888888888888888,3.0559640522875817014486324612862574234554
"chewing gum","soap",1,180,20,0.01,5,0.5555555555555556,4.1561111111111111030981473604938271749504
"cereals","frozen fish",1,438,102,0.01,0.9803921568627451,0.228310502283105,0.3349001701137075836536639942035756802030
"organic sausage","semi-finished bread",1,22,142,0.01,0.7042253521126761,4.545454545454546,4.7893725992317541679912846552156613400796
"cat food","UHT-milk",1,177,320,0.01,0.3125,0.5649717514124294,0.2641596045197740112357999794459606115955
"citrus fruit","liquor (appetizer)",1,796,67,0.01,1.4925373134328357,0.12562814070351758,0.2805445136128403213111889387430440657929
"light bulbs","napkins",1,29,331,0.01,0.3021148036253776,3.4482758620689653,1.5587040316699656248482734281339707547993
"coffee","liver loaf",1,474,50,0.01,2,0.21097046413502107,0.6313080168776371305755892459256885471331
"mustard","zwieback",1,92,60,0.01,1.6666666666666667,1.0869565217391304,2.7105072463768115956381962026885108181354
"napkins","pickled vegetables",1,331,134,0.01,0.7462686567164178,0.3021148036253776,0.3373314695405149479208750612762517107223
"cat food","spread cheese",1,177,100,0.01,1,0.5649717514124294,0.8453107344632768356383714540010852567113
"butter","pudding powder",1,527,17,0.01,5.88235294117647,0.18975332068311196,1.6700524612121888536564425565590494429352
"fruit/vegetable juice","liquor (appetizer)",1,509,67,0.01,1.4925373134328357,0.19646365422396855,0.4387297305222414454251502202085924102598
"chicken","ketchup",1,512,32,0.01,3.125,0.1953125,0.9132080078124999983223632622528076202005
"fish","processed cheese",1,139,152,0.01,0.6578947368421052,0.7194244604316548,0.7081597879591063988956226191801695255822
"mustard","semi-finished bread",1,92,142,0.01,0.7042253521126761,1.0869565217391304,1.1452847519902020816181826397716419126259
"cookware","sauces",1,17,442,0.01,0.22624434389140274,5.88235294117647,1.9912163960606867103027812307644132472593
"detergent","male cosmetics",1,129,37,0.01,2.7027027027027026,0.7751937984496124,3.1347161114602975114238334364897105955470
"canned fish","dessert",1,115,353,0.01,0.28328611898017,0.8695652173913043,0.3685675575809828795268855091684975860077
"artif. sweetener","canned fish",1,29,115,0.01,0.8695652173913043,3.4482758620689653,4.4863568215892054058494163138400814763819
"dish cleaner","mustard",1,73,92,0.01,1.0869565217391304,1.36986301369863,2.2278141751042287066128745975031934621988
"house keeping products","waffles",1,45,277,0.01,0.36101083032490977,2.2222222222222223,1.2003208985158443653346353431794343061875
"flour","vinegar",1,146,51,0.01,1.9607843137254901,0.684931506849315,2.0094010206822454982880607494944890734735
"kitchen towels","soda",1,30,1824,0.01,0.05482456140350877,3.3333333333333335,0.2734283625730994153982256843580075922149
"ham","packaged fruit/vegetables",1,256,127,0.01,0.7874015748031495,0.390625,0.4601993110236220470763781490423039440378
"butter milk","pasta",1,263,121,0.01,0.8264462809917356,0.38022813688212925,0.4701630895892907647399672648657403594608
"chocolate","pet care",1,353,85,0.01,1.1764705882352942,0.28328611898017,0.4986502249625062486190178951995475065816
"dental care","processed cheese",1,33,152,0.01,0.6578947368421052,3.0303030303030303,2.9828548644338118075384551010736933764335
"bottled water","kitchen utensil",1,908,1,0.01,100,0.11013215859030838,16.47797356828193832628082429311649750626370259
"condensed milk","light bulbs",1,98,29,0.01,3.4482758620689653,1.0204081632653061,5.2646023926812104287260888420748192312162
"ice cream","soft cheese",1,227,150,0.01,0.6666666666666667,0.4405286343612335,0.4394126284875183550911862193121025701969
"cat food","light bulbs",1,177,29,0.01,3.4482758620689653,0.5649717514124294,2.9148646015975063367052856751026627150413
"hard cheese","meat spreads",1,220,35,0.01,2.857142857142857,0.45454545454545453,1.9431168831168831159475974556248945867297
"long life bakery product","tidbits",1,268,22,0.01,4.545454545454546,0.3731343283582089,2.5376526458616010892497548328973118924420
"oil","pasta",1,223,121,0.01,0.8264462809917356,0.4484304932735426,0.5544972760627061483616873156981298305490
"dental care","specialty bar",1,33,209,0.01,0.4784688995215311,3.0303030303030303,2.1693489923154994963916037098717770010425
"pasta","photo/film",1,121,79,0.01,1.2658227848101267,0.8264462809917356,1.5652264881263730530471394916757995057337
"chewing gum","detergent",1,180,129,0.01,0.7751937984496124,0.5555555555555556,0.6443583118001722653540969440315864208927
"baking powder","liqueur",1,121,9,0.01,11.11111111111111,0.8264462809917356,13.7392102846648300426747083558516971565012
"grapes","spread cheese",1,216,100,0.01,1,0.4629629629629629,0.6926851851851851851739744602880658436802
"baby cosmetics","other vegetables",1,3,2254,0.01,0.044365572315882874,33.33333333333333,2.2126589766341319373178538938573258560117
"delete","dessert",1,110,353,0.01,0.28328611898017,0.9090909090909091,0.3853206283801184651194363156831262403875
"misc. beverages","photo/film",1,236,79,0.01,1.2658227848101267,0.423728813559322,0.8025101909461488956317268020436069713199
"nut snack","tropical fruit",1,22,1014,0.01,0.09861932938856016,4.545454545454546,0.6707010937780168560495682931295634586524
"baking powder","hygiene articles",1,121,205,0.01,0.4878048780487805,0.8264462809917356,0.6031848417657730299813217315575091845744
"fish","popcorn",1,139,48,0.01,2.083333333333333,0.7194244604316548,2.2425059952038369324114302118521010560098
"frozen vegetables","nuts/prunes",1,419,33,0.01,3.0303030303030303,0.23866348448687352,1.0820857742098792236354164004791377746260
"meat","pickled vegetables",1,252,134,0.01,0.7462686567164178,0.3968253968253968,0.4430822080075811418499504113490152378937
"brandy","frozen dessert",1,38,92,0.01,1.0869565217391304,2.631578947368421,4.2797482837528604119187801859464101504640
"photo/film","pot plants",1,79,117,0.01,0.8547008547008548,1.2658227848101267,1.6187385048144541831855999776264569476789
"ham","salt",1,256,89,0.01,1.1235955056179776,0.390625,0.6566889044943820220935010584496265861773
"brandy","margarine",1,38,482,0.01,0.2074688796680498,2.631578947368421,0.8168814151561476305568707971745066506550
"dishes","hygiene articles",1,135,205,0.01,0.4878048780487805,0.7407407407407408,0.5406323396567299005253095540667951094525
